UNB345_3|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.5852+/-0.0034,train_time: 0.00000+/-0.00000,test_time: 0.42644+/-0.00230), => aucs:0.5788777777777779-0.5865333333333334-0.5876777777777777-0.5845666666666668-0.5881055555555557, train_times:0-0-0-0-0, test_times:0.4287305676727556-0.4290826478856616-0.4234101068577729-0.426757132448256-0.4242106899502687, n_comp: -, -, space_sizes: |model_spaces: 962.506-962.506-961.738-962.89-962.89,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.1553+/-0.0024,train_time: 0.00000+/-0.00000,test_time: 0.02142+/-0.00036), => aucs:0.1516666666666667-0.15666666666666668-0.1583333333333333-0.15333333333333332-0.15666666666666668, train_times:0-0-0-0-0, test_times:0.021903926460072397-0.02114433691604063-0.02182234147330746-0.021140399877913295-0.021101200487464666, n_comp: -, -, space_sizes: |model_spaces: 103.269-103.269-103.269-103.269-103.269,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8089+/-0.0265,train_time: 0.00000+/-0.00000,test_time: 0.40324+/-0.00112), => aucs:0.8018055555555555-0.8070166666666665-0.7643277777777778-0.8311055555555557-0.8400166666666667, train_times:0-0-0-0-0, test_times:0.4027187116909772-0.40310178254731-0.40521849431097506-0.403368906211108-0.4017905091866851, n_comp: -, -, space_sizes: |model_spaces: 521.418-521.418-521.626-522.042-521.21,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.7544+/-0.0823,train_time: 0.00000+/-0.00000,test_time: 0.05912+/-0.00009), => aucs:0.7727388888888888-0.7534611111111111-0.7799055555555554-0.8593833333333334-0.6065055555555556, train_times:0-0-0-0-0, test_times:0.059186923352535815-0.05921841996023432-0.059132472868077456-0.058973487373441456-0.05908724537584931, n_comp: -, -, space_sizes: |model_spaces: 144.909-145.053-144.957-145.005-145.005,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8383+/-0.0353,train_time: 0.00000+/-0.00000,test_time: 0.05920+/-0.00005), => aucs:0.8659722222222224-0.8140055555555555-0.8770055555555555-0.8522722222222223-0.7820277777777778, train_times:0-0-0-0-0, test_times:0.05918844502884894-0.05925547684310004-0.059119035280309616-0.05921793791931122-0.05921227907529101, n_comp: -, -, space_sizes: |model_spaces: 144.921-144.969-144.969-144.969-144.969,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.3356+/-0.1890,train_time: 0.00000+/-0.00000,test_time: 0.01474+/-0.00002), => aucs:0.10046111111111108-0.5919722222222223-0.1349166666666667-0.3997722222222223-0.45080555555555557, train_times:0-0-0-0-0, test_times:0.01476043974980712-0.014735047880094498-0.014772263658232986-0.014741698373109102-0.014699971594382077, n_comp: -, -, space_sizes: |model_spaces: 24.779-24.779-24.779-24.779-24.779,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.4982+/-0.1834,train_time: 0.00000+/-0.00000,test_time: 0.01477+/-0.00006), => aucs:0.32773888888888886-0.6523722222222224-0.22647222222222224-0.63655-0.6479944444444444, train_times:0-0-0-0-0, test_times:0.014828485366888345-0.014752082608174533-0.014800968766212463-0.01480596378678456-0.014666854671668261, n_comp: -, -, space_sizes: |model_spaces: 24.791-24.791-24.791-24.791-24.791,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MACCDC1|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MACCDC1|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.5773+/-0.1062,train_time: 0.00000+/-0.00000,test_time: 0.01540+/-0.00010), => aucs:0.5382944444444445-0.6710499999999999-0.5546944444444442-0.4112611111111112-0.7113166666666667, train_times:0-0-0-0-0, test_times:0.015316421212628484-0.015376475104130805-0.015323310578241944-0.015413794678170233-0.015582458931021392, n_comp: -, -, space_sizes: |model_spaces: 25.219-25.219-25.313-25.313-25.489,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.6097+/-0.0510,train_time: 0.00000+/-0.00000,test_time: 0.01538+/-0.00006), => aucs:0.5119388888888888-0.6396611111111112-0.6213166666666667-0.6172944444444446-0.6583166666666664, train_times:0-0-0-0-0, test_times:0.015443562564905733-0.015327778866048903-0.015441680478397756-0.015301622240804136-0.01539943708339706, n_comp: -, -, space_sizes: |model_spaces: 25.325-25.325-25.413-25.325-25.413,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9258+/-0.0017,train_time: 0.00000+/-0.00000,test_time: 0.40605+/-0.00080), => aucs:0.9267-0.9281-0.9261833333333336-0.9232111111111111-0.924561111111111, train_times:0-0-0-0-0, test_times:0.4054874527733773-0.4061031674849801-0.4068861153908074-0.40486530514899643-0.40692300121299924, n_comp: -, -, space_sizes: |model_spaces: 481.354-481.162-481.354-481.162-480.97,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.7499+/-0.0142,train_time: 0.00000+/-0.00000,test_time: 0.05922+/-0.00003), => aucs:0.7445-0.7383833333333333-0.7424555555555554-0.7777166666666667-0.7463444444444444, train_times:0-0-0-0-0, test_times:0.05921142403967679-0.059231814823579046-0.059262913337443025-0.05924171103397384-0.05916061790194362, n_comp: -, -, space_sizes: |model_spaces: 143.309-143.357-143.357-143.309-143.309,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9146+/-0.0025,train_time: 0.00000+/-0.00000,test_time: 0.05920+/-0.00006), => aucs:0.9183555555555557-0.9129444444444446-0.9108888888888889-0.9153111111111112-0.9156222222222222, train_times:0-0-0-0-0, test_times:0.059131961711682376-0.05921167840715498-0.05915075344964862-0.05930234893457964-0.059211172547657044, n_comp: -, -, space_sizes: |model_spaces: 143.369-143.465-143.369-143.369-143.369,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.1698+/-0.0162,train_time: 0.00000+/-0.00000,test_time: 0.01483+/-0.00005), => aucs:0.14818888888888887-0.15731666666666666-0.1804666666666667-0.1937555555555556-0.16942222222222222, train_times:0-0-0-0-0, test_times:0.014876392437145114-0.014808332978282124-0.01483891470124945-0.014746461983304471-0.01489405679749325, n_comp: -, -, space_sizes: |model_spaces: 23.179-23.179-23.179-23.179-23.179,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.2297+/-0.0034,train_time: 0.00000+/-0.00000,test_time: 0.01483+/-0.00006), => aucs:0.22328888888888893-0.23195555555555553-0.2289333333333333-0.23254444444444444-0.23161111111111116, train_times:0-0-0-0-0, test_times:0.014906089892610908-0.014818759087938815-0.014866107620764523-0.014807194971945136-0.014733114105183631, n_comp: -, -, space_sizes: |model_spaces: 23.191-23.191-23.191-23.191-23.191,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
SFRIG1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
SFRIG1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.4593+/-0.0848,train_time: 0.00000+/-0.00000,test_time: 0.01579+/-0.00012), => aucs:0.44157777777777774-0.5610833333333332-0.43537777777777775-0.5363055555555556-0.32218888888888897, train_times:0-0-0-0-0, test_times:0.015926052629947663-0.01592358642956242-0.01574721917277202-0.01573406803654507-0.015599481796380132, n_comp: -, -, space_sizes: |model_spaces: 24.153-24.241-24.065-24.065-23.977,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.3900+/-0.0982,train_time: 0.00000+/-0.00000,test_time: 0.01601+/-0.00009), => aucs:0.19862222222222226-0.4272-0.4800555555555556-0.42086666666666667-0.42327777777777775, train_times:0-0-0-0-0, test_times:0.016082779946736993-0.0160090557532385-0.016003938228823244-0.016115165187511594-0.015848309197463096, n_comp: -, -, space_sizes: |model_spaces: 24.341-24.341-24.341-24.429-24.253,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.8507+/-0.0023,train_time: 0.00000+/-0.00000,test_time: 0.42436+/-0.00200), => aucs:0.85505-0.8497833333333332-0.8481944444444446-0.8503277777777779-0.8502611111111109, train_times:0-0-0-0-0, test_times:0.42278163667069746-0.42515865782042966-0.4231222068890929-0.42795342073077336-0.4227793429396115, n_comp: -, -, space_sizes: |model_spaces: 1041.834-1042.666-1042.25-1042.666-1042.25,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.6838+/-0.0237,train_time: 0.00000+/-0.00000,test_time: 0.06019+/-0.00002), => aucs:0.6996722222222223-0.7040055555555556-0.6387222222222222-0.6940555555555556-0.6825166666666667, train_times:0-0-0-0-0, test_times:0.060203833843115714-0.06018240539124235-0.06021693367511034-0.06018641327973455-0.06015405034413561, n_comp: -, -, space_sizes: |model_spaces: 165.709-165.709-165.709-165.709-165.709,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.7643+/-0.0145,train_time: 0.00000+/-0.00000,test_time: 0.06022+/-0.00003), => aucs:0.7479555555555557-0.7681777777777778-0.7488444444444443-0.7865944444444446-0.7700722222222222, train_times:0-0-0-0-0, test_times:0.06023608722025529-0.0602563779335469-0.060239005030598494-0.06021063171792775-0.06016096160747111, n_comp: -, -, space_sizes: |model_spaces: 165.769-165.769-165.769-165.769-165.721,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.1469+/-0.0670,train_time: 0.00000+/-0.00000,test_time: 0.01562+/-0.00006), => aucs:0.20220555555555553-0.0960055555555556-0.1885722222222222-0.040127777777777776-0.20734999999999998, train_times:0-0-0-0-0, test_times:0.015726692962925882-0.015636785665992647-0.015632009832188487-0.015565209137275816-0.015563287714030594, n_comp: -, -, space_sizes: |model_spaces: 45.579-45.579-45.579-45.579-45.579,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.0782+/-0.0239,train_time: 0.00000+/-0.00000,test_time: 0.01566+/-0.00004), => aucs:0.07296666666666667-0.06782222222222221-0.05977777777777776-0.06526666666666664-0.12537222222222227, train_times:0-0-0-0-0, test_times:0.015704130195081233-0.015671759424731136-0.015672300569713117-0.015597177238669246-0.015635843214113265, n_comp: -, -, space_sizes: |model_spaces: 45.591-45.591-45.591-45.591-45.591,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
AECHO1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
