UNB345_3|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.6196+/-0.0259,train_time: 0.00000+/-0.00000,test_time: 0.42493+/-0.00095), => aucs:0.5980833333333334-0.6126222222222223-0.5996666666666666-0.668922222222222-0.6189444444444445, train_times:0-0-0-0-0, test_times:0.4245926111470908-0.4236778681632131-0.42628654969157653-0.4243570724851452-0.4257405967684463, n_comp: -, -, space_sizes: |model_spaces: 974.41-972.49-975.562-974.794-977.098,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9111+/-0.0157,train_time: 0.00000+/-0.00000,test_time: 0.06372+/-0.00011), => aucs:0.8967777777777778-0.9301888888888887-0.9303444444444444-0.900988888888889-0.8971111111111112, train_times:0-0-0-0-0, test_times:0.06362882450921462-0.06393497672397644-0.06362149426713586-0.06369814202189446-0.06370871567633003, n_comp: -, -, space_sizes: |model_spaces: 221.661-221.661-221.661-221.661-221.661,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9929+/-0.0012,train_time: 0.00000+/-0.00000,test_time: 0.06395+/-0.00003), => aucs:0.9915999999999997-0.9916222222222222-0.9946777777777778-0.9935777777777777-0.9930333333333333, train_times:0-0-0-0-0, test_times:0.06392182634444907-0.06398320856969804-0.06390748890116811-0.06399419961962849-0.06393975270912051, n_comp: -, -, space_sizes: |model_spaces: 221.721-221.673-221.721-221.721-221.673,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9648+/-0.0181,train_time: 0.00000+/-0.00000,test_time: 0.02033+/-0.00078), => aucs:0.9314444444444445-0.9834555555555555-0.9753999999999999-0.9614333333333331-0.9724, train_times:0-0-0-0-0, test_times:0.02027034022612497-0.019039688026532532-0.02115599173121154-0.021126529213506728-0.020056898170150817, n_comp: -, -, space_sizes: |model_spaces: 102.201-101.579-103.257-103.257-102.201,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9672+/-0.0189,train_time: 0.00000+/-0.00000,test_time: 0.01992+/-0.00090), => aucs:0.9880999999999999-0.9763666666666667-0.9806444444444443-0.9373111111111111-0.9536555555555559, train_times:0-0-0-0-0, test_times:0.019314308173488826-0.019213589117862286-0.021297286648768933-0.01909212787868455-0.020682627731002868, n_comp: -, -, space_sizes: |model_spaces: 101.591-101.591-103.269-101.591-102.917,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MAWI1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MAWI1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.8704+/-0.0631,train_time: 0.00000+/-0.00000,test_time: 0.01963+/-0.00014), => aucs:0.7823666666666667-0.9744999999999999-0.8924777777777777-0.8443666666666665-0.8583555555555554, train_times:0-0-0-0-0, test_times:0.019896894053090364-0.01957292539300397-0.01950643165037036-0.019613235571887343-0.01956998957321048, n_comp: -, -, space_sizes: |model_spaces: 101.843-101.931-101.931-101.931-101.931,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9096+/-0.0478,train_time: 0.00000+/-0.00000,test_time: 0.01975+/-0.00020), => aucs:0.8745888888888889-0.965377777777778-0.9681111111111109-0.8861666666666667-0.8535999999999999, train_times:0-0-0-0-0, test_times:0.02012083635199815-0.01955686529399827-0.019741246837656944-0.01957688753027469-0.01977728996425867, n_comp: -, -, space_sizes: |model_spaces: 101.855-101.943-101.855-101.943-101.943,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8556+/-0.0116,train_time: 0.00000+/-0.00000,test_time: 0.40040+/-0.01117), => aucs:0.8586166666666667-0.8571055555555557-0.8707722222222222-0.834961111111111-0.8564722222222224, train_times:0-0-0-0-0, test_times:0.4061857053544372-0.40637729498557745-0.4041857162723318-0.37814287927467377-0.4070901427185163, n_comp: -, -, space_sizes: |model_spaces: 522.666-522.042-522.042-520.586-522.25,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8368+/-0.0768,train_time: 0.00000+/-0.00000,test_time: 0.05960+/-0.00050), => aucs:0.771738888888889-0.9005722222222223-0.8930722222222224-0.90015-0.7183500000000003, train_times:0-0-0-0-0, test_times:0.05988027699058875-0.05970946297748014-0.06011493724072352-0.05966336176497862-0.058649038430303335, n_comp: -, -, space_sizes: |model_spaces: 145.341-144.861-145.821-145.101-144.861,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8757+/-0.0216,train_time: 0.00000+/-0.00000,test_time: 0.05913+/-0.00028), => aucs:0.8986500000000002-0.836427777777778-0.8913611111111109-0.8735722222222224-0.8783833333333332, train_times:0-0-0-0-0, test_times:0.059244271705392745-0.05858404282480478-0.05921788199339062-0.05939839604543522-0.059229272173251954, n_comp: -, -, space_sizes: |model_spaces: 144.921-144.873-144.921-145.017-144.921,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8850+/-0.0198,train_time: 0.00000+/-0.00000,test_time: 0.01556+/-0.00030), => aucs:0.8816166666666666-0.8932499999999998-0.9148944444444446-0.8815500000000001-0.8538500000000001, train_times:0-0-0-0-0, test_times:0.015484785160515458-0.015404829767066985-0.015604205580893904-0.015209359326399862-0.016109650873113425, n_comp: -, -, space_sizes: |model_spaces: 25.401-25.401-26.105-25.401-26.105,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.9106+/-0.0242,train_time: 0.00000+/-0.00000,test_time: 0.01502+/-0.00053), => aucs:0.9340388888888889-0.8765611111111109-0.8864055555555556-0.9317944444444446-0.9239500000000002, train_times:0-0-0-0-0, test_times:0.01461476853583008-0.015398875833489001-0.015117871493566781-0.01424287467962131-0.015730411768890916, n_comp: -, -, space_sizes: |model_spaces: 25.231-25.413-25.941-25.055-25.941,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MACCDC1|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MACCDC1|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.7125+/-0.0916,train_time: 0.00000+/-0.00000,test_time: 0.01536+/-0.00031), => aucs:0.7951944444444445-0.8349055555555557-0.6549833333333334-0.5842833333333334-0.6929055555555554, train_times:0-0-0-0-0, test_times:0.015286878100596368-0.01534028738969937-0.01530099167721346-0.014967021474149078-0.015915198531001807, n_comp: -, -, space_sizes: |model_spaces: 25.219-25.313-25.489-25.313-25.753,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.6891+/-0.0408,train_time: 0.00000+/-0.00000,test_time: 0.01522+/-0.00038), => aucs:0.6937833333333334-0.7460833333333332-0.6719944444444443-0.6233833333333332-0.7101833333333333, train_times:0-0-0-0-0, test_times:0.01514897948363796-0.01536433071596548-0.015092153754085302-0.014672216959297657-0.01583666387014091, n_comp: -, -, space_sizes: |model_spaces: 25.413-25.413-25.325-25.413-25.677,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9293+/-0.0048,train_time: 0.00000+/-0.00000,test_time: 0.39746+/-0.00366), => aucs:0.9354222222222222-0.9337222222222221-0.9247055555555554-0.9232555555555557-0.9296111111111112, train_times:0-0-0-0-0, test_times:0.394765310594812-0.3945735128596425-0.4018422630382702-0.40202236886834725-0.3941145928576589, n_comp: -, -, space_sizes: |model_spaces: 481.546-481.738-480.97-481.162-481.738,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.7838+/-0.0277,train_time: 0.00000+/-0.00000,test_time: 0.05875+/-0.00036), => aucs:0.7448555555555558-0.8091666666666665-0.8114111111111111-0.796838888888889-0.756511111111111, train_times:0-0-0-0-0, test_times:0.05906949184136465-0.058304331032559276-0.05831903493963182-0.05893932625185698-0.05910737545927987, n_comp: -, -, space_sizes: |model_spaces: 143.357-143.261-143.261-143.261-143.357,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9110+/-0.0064,train_time: 0.00000+/-0.00000,test_time: 0.05887+/-0.00011), => aucs:0.9153444444444444-0.913211111111111-0.9125888888888888-0.9155000000000001-0.8984055555555555, train_times:0-0-0-0-0, test_times:0.05874055487802252-0.05875126454047859-0.05893831375287846-0.05902192344656214-0.05887830804567784, n_comp: -, -, space_sizes: |model_spaces: 143.369-143.417-143.369-143.465-143.369,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9153+/-0.0109,train_time: 0.00000+/-0.00000,test_time: 0.01511+/-0.00042), => aucs:0.9237777777777781-0.9064222222222222-0.923822222222222-0.924111111111111-0.898266666666667, train_times:0-0-0-0-0, test_times:0.015225762175396085-0.01567354432772845-0.014972490957006812-0.015285061439499259-0.014416537142824381, n_comp: -, -, space_sizes: |model_spaces: 24.505-24.857-24.329-24.681-23.801,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9231+/-0.0111,train_time: 0.00000+/-0.00000,test_time: 0.01470+/-0.00038), => aucs:0.9066666666666666-0.9344222222222222-0.9345444444444444-0.9259888888888888-0.9140444444444448, train_times:0-0-0-0-0, test_times:0.014565151697024704-0.0154571118298918-0.014548028109129519-0.014462940825615079-0.014469403680413962, n_comp: -, -, space_sizes: |model_spaces: 23.631-24.693-23.813-23.631-23.813,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
SFRIG1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
SFRIG1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.8959+/-0.0189,train_time: 0.00000+/-0.00000,test_time: 0.01523+/-0.00009), => aucs:0.9026777777777781-0.9199944444444444-0.86305-0.9031888888888888-0.8905999999999998, train_times:0-0-0-0-0, test_times:0.015160698932595551-0.015258170978631825-0.015379350632429123-0.015136092877946794-0.015204678825102746, n_comp: -, -, space_sizes: |model_spaces: 24.417-24.505-24.065-24.505-24.153,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9148+/-0.0079,train_time: 0.00000+/-0.00000,test_time: 0.01509+/-0.00012), => aucs:0.9161777777777779-0.9014333333333333-0.9136999999999997-0.9165444444444445-0.9259777777777778, train_times:0-0-0-0-0, test_times:0.01509137850953266-0.015278260014019907-0.014971163333393633-0.014948795712552965-0.015169380535371601, n_comp: -, -, space_sizes: |model_spaces: 24.429-24.517-24.341-24.429-24.605,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9130+/-0.0014,train_time: 0.00000+/-0.00000,test_time: 0.42555+/-0.00116), => aucs:0.9132666666666666-0.9154277777777781-0.9118277777777777-0.9116166666666666-0.9129833333333333, train_times:0-0-0-0-0, test_times:0.42619675404857843-0.4261343995924108-0.42491871857782826-0.423618831706699-0.42689273998839783, n_comp: -, -, space_sizes: |model_spaces: 1043.914-1045.162-1043.914-1044.33-1045.578,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.7222+/-0.0108,train_time: 0.00000+/-0.00000,test_time: 0.05941+/-0.00008), => aucs:0.7396611111111111-0.7282722222222221-0.7108944444444447-0.7117833333333333-0.720577777777778, train_times:0-0-0-0-0, test_times:0.059531514102127404-0.059455206827260555-0.059381855698302385-0.05935534361051396-0.05931156903970987, n_comp: -, -, space_sizes: |model_spaces: 165.661-165.661-165.661-165.661-165.661,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.7825+/-0.0143,train_time: 0.00000+/-0.00000,test_time: 0.05947+/-0.00046), => aucs:0.7849555555555556-0.7545666666666668-0.7923444444444443-0.7881111111111109-0.79255, train_times:0-0-0-0-0, test_times:0.05906980803702026-0.059234746568836275-0.058977849106304346-0.0601001565111801-0.0599448801134713, n_comp: -, -, space_sizes: |model_spaces: 165.673-165.673-165.673-165.673-165.769,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9547+/-0.0298,train_time: 0.00000+/-0.00000,test_time: 0.01643+/-0.00035), => aucs:0.8980555555555554-0.9788888888888888-0.9542277777777779-0.978111111111111-0.9640388888888889, train_times:0-0-0-0-0, test_times:0.0167088899994269-0.016231579706072807-0.016494929953478277-0.015859443112276495-0.016839068126864733, n_comp: -, -, space_sizes: |model_spaces: 47.257-47.257-46.905-46.019-47.081,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9741+/-0.0031,train_time: 0.00000+/-0.00000,test_time: 0.01612+/-0.00029), => aucs:0.9722000000000002-0.9769777777777774-0.9777777777777776-0.9744333333333334-0.9692000000000002, train_times:0-0-0-0-0, test_times:0.016244835359975694-0.016303802642505617-0.015785270754713566-0.015775407059118153-0.01651236633770168, n_comp: -, -, space_sizes: |model_spaces: 46.917-47.093-46.741-46.565-47.269,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
AECHO1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
