UNB345_3|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.6196+/-0.0259,train_time: 0.00000+/-0.00000,test_time: 0.06985+/-0.00098), => aucs:0.5980833333333333-0.6126222222222223-0.5996666666666666-0.668922222222222-0.6189444444444445, train_times:0-0-0-0-0, test_times:0.0712760324589908-0.0691169417463243-0.06851678304374217-0.06976489573717118-0.07055129911750554, n_comp: -, -, space_sizes: |model_spaces: 974.41-972.49-975.562-974.794-977.098,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.6513+/-0.0078,train_time: 0.00000+/-0.00000,test_time: 0.00489+/-0.00140), => aucs:0.6487777777777776-0.6593-0.6493777777777777-0.6602111111111112-0.6390444444444443, train_times:0-0-0-0-0, test_times:0.007589839678257704-0.0037404061295092106-0.004477540217339993-0.0038854692131280897-0.004742600955069065, n_comp: -, -, space_sizes: |model_spaces: 143.369-143.369-143.321-143.321-143.417,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.8031+/-0.0293,train_time: 0.00000+/-0.00000,test_time: 0.00317+/-0.00027), => aucs:0.8036055555555557-0.8110222222222223-0.8339666666666666-0.8187833333333335-0.7480055555555556, train_times:0-0-0-0-0, test_times:0.0028247944079339503-0.002888837456703186-0.003496924415230751-0.003421950154006481-0.00322675509378314, n_comp: -, -, space_sizes: |model_spaces: 23.443-23.619-24.505-23.801-23.619,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.8291+/-0.0849,train_time: 0.00000+/-0.00000,test_time: 0.00362+/-0.00016), => aucs:0.886266666666667-0.8623222222222221-0.66-0.8673777777777779-0.8695055555555555, train_times:0-0-0-0-0, test_times:0.0039041493088006972-0.00345032662153244-0.003588859084993601-0.0035030916333198547-0.0036292457953095436, n_comp: -, -, space_sizes: |model_spaces: 23.455-24.517-24.165-23.813-24.165,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
CTU1|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
CTU1|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.6780+/-0.0196,train_time: 0.00000+/-0.00000,test_time: 0.00311+/-0.00039), => aucs:0.7075444444444445-0.6907166666666666-0.6516666666666667-0.6754499999999999-0.6645722222222223, train_times:0-0-0-0-0, test_times:0.003676026314496994-0.0027224836871027947-0.003003850020468235-0.0034464923664927483-0.002681984845548868, n_comp: -, -, space_sizes: |model_spaces: 24.593-23.977-24.417-24.681-24.153,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.7587+/-0.0251,train_time: 0.00000+/-0.00000,test_time: 0.00380+/-0.00036), => aucs:0.7395111111111113-0.7404722222222221-0.8064611111111113-0.7614166666666667-0.7457555555555557, train_times:0-0-0-0-0, test_times:0.0033143283799290657-0.003609067667275667-0.004017684143036604-0.0036877285689115523-0.0043633047491312025, n_comp: -, -, space_sizes: |model_spaces: 24.517-24.605-24.605-24.341-24.341,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9909+/-0.0029,train_time: 0.00000+/-0.00000,test_time: 0.07657+/-0.00438), => aucs:0.9921444444444445-0.9938555555555555-0.9887111111111112-0.9864444444444445-0.9934666666666667, train_times:0-0-0-0-0, test_times:0.07905917000025511-0.07869264027103781-0.07925490224733948-0.06784264603629708-0.07799644488841295, n_comp: -, -, space_sizes: |model_spaces: 2441.562-2441.562-2442.538-2455.226-2440.586,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9111+/-0.0157,train_time: 0.00000+/-0.00000,test_time: 0.00461+/-0.00089), => aucs:0.8967777777777778-0.9301888888888887-0.9303444444444444-0.900988888888889-0.8971111111111112, train_times:0-0-0-0-0, test_times:0.006396639626473188-0.004239959549158812-0.00413196561858058-0.004144806507974863-0.00416091326624155, n_comp: -, -, space_sizes: |model_spaces: 221.661-221.661-221.661-221.661-221.661,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9929+/-0.0012,train_time: 0.00000+/-0.00000,test_time: 0.00427+/-0.00057), => aucs:0.9915999999999997-0.9916222222222222-0.9946777777777778-0.9935777777777777-0.9930333333333333, train_times:0-0-0-0-0, test_times:0.005394419189542532-0.003849938418716192-0.004059291630983353-0.004028846882283688-0.004026689380407333, n_comp: -, -, space_sizes: |model_spaces: 221.721-221.673-221.721-221.721-221.673,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9648+/-0.0181,train_time: 0.00000+/-0.00000,test_time: 0.00417+/-0.00094), => aucs:0.9314444444444445-0.9834555555555555-0.9753999999999999-0.9614333333333331-0.9724, train_times:0-0-0-0-0, test_times:0.006003702525049448-0.0033803907223045825-0.003918145131319761-0.003921716101467609-0.003642222285270691, n_comp: -, -, space_sizes: |model_spaces: 102.201-101.579-103.257-103.257-102.201,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9672+/-0.0189,train_time: 0.00000+/-0.00000,test_time: 0.00388+/-0.00117), => aucs:0.9880999999999999-0.9763666666666667-0.9806444444444443-0.9373111111111111-0.9536555555555559, train_times:0-0-0-0-0, test_times:0.006057586427778006-0.0025423306040465833-0.0035411913879215716-0.003387556876987219-0.0038471334613859654, n_comp: -, -, space_sizes: |model_spaces: 101.591-101.591-103.269-101.591-102.917,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MAWI1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MAWI1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.8704+/-0.0631,train_time: 0.00000+/-0.00000,test_time: 0.00342+/-0.00024), => aucs:0.7823666666666667-0.9744999999999997-0.8924777777777779-0.8443666666666665-0.8583555555555554, train_times:0-0-0-0-0, test_times:0.003392305690795183-0.002968049328774214-0.0035925880074501038-0.0035815090872347356-0.003570231422781944, n_comp: -, -, space_sizes: |model_spaces: 101.843-101.931-101.931-101.931-101.931,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9096+/-0.0478,train_time: 0.00000+/-0.00000,test_time: 0.00376+/-0.00025), => aucs:0.8745888888888889-0.965377777777778-0.9681111111111109-0.8861666666666667-0.8535999999999999, train_times:0-0-0-0-0, test_times:0.004266289062798023-0.0036640835925936697-0.0036088877357542517-0.0036400157026946546-0.0036398316733539104, n_comp: -, -, space_sizes: |model_spaces: 101.855-101.943-101.855-101.943-101.943,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8556+/-0.0116,train_time: 0.00000+/-0.00000,test_time: 0.07848+/-0.00168), => aucs:0.8586166666666667-0.8571055555555557-0.8707722222222222-0.834961111111111-0.8564722222222224, train_times:0-0-0-0-0, test_times:0.07911680079996586-0.07981035877019167-0.07613332327455283-0.07689255820587278-0.08045420590788126, n_comp: -, -, space_sizes: |model_spaces: 522.666-522.042-522.042-520.586-522.25,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8368+/-0.0768,train_time: 0.00000+/-0.00000,test_time: 0.00446+/-0.00050), => aucs:0.771738888888889-0.9005722222222223-0.8930722222222224-0.90015-0.7183500000000003, train_times:0-0-0-0-0, test_times:0.004815716855227947-0.003789903037250042-0.005150255281478167-0.003997876960784197-0.004541409481316805, n_comp: -, -, space_sizes: |model_spaces: 145.341-144.861-145.821-145.101-144.861,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8757+/-0.0216,train_time: 0.00000+/-0.00000,test_time: 0.00491+/-0.00062), => aucs:0.89865-0.836427777777778-0.8913611111111109-0.8735722222222222-0.8783833333333334, train_times:0-0-0-0-0, test_times:0.006158424448221922-0.004604701232165098-0.004591273702681064-0.00463814502581954-0.004571470245718956, n_comp: -, -, space_sizes: |model_spaces: 144.921-144.873-144.921-145.017-144.921,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8850+/-0.0198,train_time: 0.00000+/-0.00000,test_time: 0.00318+/-0.00033), => aucs:0.8816166666666666-0.8932499999999998-0.9148944444444446-0.8815500000000001-0.8538500000000001, train_times:0-0-0-0-0, test_times:0.0028544621542096137-0.0030593683011829855-0.003082550037652254-0.003081044275313616-0.0038136701099574567, n_comp: -, -, space_sizes: |model_spaces: 25.401-25.401-26.105-25.401-26.105,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.9106+/-0.0242,train_time: 0.00000+/-0.00000,test_time: 0.00358+/-0.00025), => aucs:0.9340388888888889-0.8765611111111109-0.8864055555555556-0.9317944444444446-0.9239500000000002, train_times:0-0-0-0-0, test_times:0.0038940644823014735-0.0031663804315030576-0.003703121654689312-0.0034257322549819946-0.0036968241445720198, n_comp: -, -, space_sizes: |model_spaces: 25.231-25.413-25.941-25.055-25.941,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MACCDC1|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MACCDC1|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.7125+/-0.0916,train_time: 0.00000+/-0.00000,test_time: 0.00323+/-0.00041), => aucs:0.7951944444444445-0.8349055555555557-0.6549833333333334-0.5842833333333334-0.6929055555555554, train_times:0-0-0-0-0, test_times:0.0029894812032580376-0.0034141323529183866-0.0026496173813939095-0.0032007005997002126-0.00387389175593853, n_comp: -, -, space_sizes: |model_spaces: 25.219-25.313-25.489-25.313-25.753,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.6891+/-0.0408,train_time: 0.00000+/-0.00000,test_time: 0.00610+/-0.00288), => aucs:0.6937833333333334-0.7460833333333332-0.6719944444444443-0.6233833333333332-0.7101833333333333, train_times:0-0-0-0-0, test_times:0.010748901311308146-0.008204333577305078-0.0035686897113919257-0.004132488369941711-0.003827961441129446, n_comp: -, -, space_sizes: |model_spaces: 25.413-25.413-25.325-25.413-25.677,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9293+/-0.0048,train_time: 0.00000+/-0.00000,test_time: 0.07593+/-0.00942), => aucs:0.9354222222222222-0.9337222222222221-0.9247055555555554-0.9232555555555557-0.9296111111111112, train_times:0-0-0-0-0, test_times:0.06924069868400692-0.06921406639739872-0.07796127069741488-0.09354439340531825-0.06967711299657822, n_comp: -, -, space_sizes: |model_spaces: 481.546-481.738-480.97-481.162-481.738,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.7838+/-0.0277,train_time: 0.00000+/-0.00000,test_time: 0.00458+/-0.00094), => aucs:0.7448555555555558-0.8091666666666665-0.8114111111111111-0.796838888888889-0.756511111111111, train_times:0-0-0-0-0, test_times:0.006343823857605457-0.004710977617651224-0.0041429118253290655-0.003919500857591629-0.003769995365291834, n_comp: -, -, space_sizes: |model_spaces: 143.357-143.261-143.261-143.261-143.357,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9110+/-0.0064,train_time: 0.00000+/-0.00000,test_time: 0.00537+/-0.00098), => aucs:0.9153444444444444-0.913211111111111-0.9125888888888888-0.9155000000000001-0.8984055555555555, train_times:0-0-0-0-0, test_times:0.0060668130405247215-0.005580203980207444-0.0054804117418825625-0.006219787616282701-0.003500808123499155, n_comp: -, -, space_sizes: |model_spaces: 143.369-143.417-143.369-143.465-143.369,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9153+/-0.0109,train_time: 0.00000+/-0.00000,test_time: 0.00366+/-0.00012), => aucs:0.9237777777777781-0.9064222222222222-0.923822222222222-0.924111111111111-0.898266666666667, train_times:0-0-0-0-0, test_times:0.003767802007496357-0.0037280922755599023-0.0035968391224741937-0.0037320055067539214-0.0034537708386778833, n_comp: -, -, space_sizes: |model_spaces: 24.505-24.857-24.329-24.681-23.801,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9231+/-0.0111,train_time: 0.00000+/-0.00000,test_time: 0.00329+/-0.00028), => aucs:0.9066666666666666-0.9344222222222222-0.9345444444444444-0.9259888888888888-0.9140444444444448, train_times:0-0-0-0-0, test_times:0.00291856462135911-0.0029900133609771728-0.003541578259319067-0.0035016232170164583-0.003512378316372633, n_comp: -, -, space_sizes: |model_spaces: 23.631-24.693-23.813-23.631-23.813,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
SFRIG1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
SFRIG1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.8959+/-0.0189,train_time: 0.00000+/-0.00000,test_time: 0.00343+/-0.00079), => aucs:0.9028999999999998-0.9200111111111113-0.8630555555555557-0.9031666666666667-0.8906055555555555, train_times:0-0-0-0-0, test_times:0.00497767748311162-0.0032261463813483713-0.0031362260691821576-0.0027103839442133904-0.0030904327519237994, n_comp: -, -, space_sizes: |model_spaces: 24.417-24.505-24.065-24.505-24.153,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9148+/-0.0079,train_time: 0.00000+/-0.00000,test_time: 0.00435+/-0.00125), => aucs:0.9161777777777779-0.9014333333333333-0.9136999999999997-0.9165444444444445-0.9259777777777778, train_times:0-0-0-0-0, test_times:0.006856762245297432-0.0037382738664746284-0.0036873006261885165-0.0037366168573498724-0.0037437773309648035, n_comp: -, -, space_sizes: |model_spaces: 24.429-24.517-24.341-24.429-24.605,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9130+/-0.0014,train_time: 0.00000+/-0.00000,test_time: 0.07831+/-0.00065), => aucs:0.9132666666666666-0.9154277777777781-0.9118277777777777-0.9116166666666666-0.9129833333333333, train_times:0-0-0-0-0, test_times:0.07952321320772171-0.07777860760688782-0.07817166475579143-0.07771854121237994-0.07837675241753458, n_comp: -, -, space_sizes: |model_spaces: 1043.914-1045.162-1043.914-1044.33-1045.578,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.7222+/-0.0108,train_time: 0.00000+/-0.00000,test_time: 0.00432+/-0.00052), => aucs:0.7396611111111111-0.7282722222222221-0.7108944444444447-0.7117833333333333-0.720577777777778, train_times:0-0-0-0-0, test_times:0.005349575076252222-0.004029630869626999-0.004159622266888619-0.00401113536208868-0.004048276599496603, n_comp: -, -, space_sizes: |model_spaces: 165.661-165.661-165.661-165.661-165.661,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.7825+/-0.0143,train_time: 0.00000+/-0.00000,test_time: 0.00480+/-0.00128), => aucs:0.7849555555555556-0.7545666666666668-0.7923444444444443-0.7881111111111109-0.79255, train_times:0-0-0-0-0, test_times:0.007272961921989918-0.0048316741362214085-0.0039772304706275465-0.004037723410874605-0.003887735120952129, n_comp: -, -, space_sizes: |model_spaces: 165.673-165.673-165.673-165.673-165.769,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9547+/-0.0298,train_time: 0.00000+/-0.00000,test_time: 0.00302+/-0.00017), => aucs:0.8980555555555554-0.9788888888888888-0.9542277777777779-0.978111111111111-0.9640388888888889, train_times:0-0-0-0-0, test_times:0.003201786056160927-0.0031054870225489138-0.0028714504092931747-0.002768711838871241-0.0031300570815801622, n_comp: -, -, space_sizes: |model_spaces: 47.257-47.257-46.905-46.019-47.081,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9741+/-0.0031,train_time: 0.00000+/-0.00000,test_time: 0.00383+/-0.00013), => aucs:0.9722000000000002-0.9769777777777774-0.9777777777777776-0.9744333333333334-0.9692000000000002, train_times:0-0-0-0-0, test_times:0.004012518841773271-0.003846571687608957-0.0037097858265042307-0.0036747781559824944-0.0039159122854471205, n_comp: -, -, space_sizes: |model_spaces: 46.917-47.093-46.741-46.565-47.269,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
AECHO1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
