UNB345_3|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.6196+/-0.0259,train_time: 0.00000+/-0.00000,test_time: 0.30281+/-0.00119), => aucs:0.5980833333333334-0.6126222222222223-0.5996666666666666-0.668922222222222-0.6189444444444445, train_times:0-0-0-0-0, test_times:0.30278244267683474-0.30198278339812534-0.30111761988373476-0.3036876360652968-0.30445902082137766, n_comp: -, -, space_sizes: |model_spaces: 974.41-972.49-975.562-974.794-977.098,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.8031+/-0.0293,train_time: 0.00000+/-0.00000,test_time: 0.01708+/-0.00037), => aucs:0.8036055555555557-0.8110222222222223-0.8339666666666666-0.8187833333333335-0.7480055555555556, train_times:0-0-0-0-0, test_times:0.01700995785649866-0.01674762519542128-0.017770147370174526-0.017074222723022104-0.016776477836538108, n_comp: -, -, space_sizes: |model_spaces: 23.443-23.619-24.505-23.801-23.619,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.8291+/-0.0849,train_time: 0.00000+/-0.00000,test_time: 0.01723+/-0.00037), => aucs:0.886266666666667-0.8623222222222221-0.66-0.8673777777777779-0.8695055555555555, train_times:0-0-0-0-0, test_times:0.016687903029378504-0.017765394679736347-0.017339135950896888-0.01698664458235726-0.017373896611388773, n_comp: -, -, space_sizes: |model_spaces: 23.455-24.517-24.165-23.813-24.165,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
CTU1|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
CTU1|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.6780+/-0.0196,train_time: 0.00000+/-0.00000,test_time: 0.01787+/-0.00038), => aucs:0.7075444444444445-0.6907166666666666-0.6516666666666667-0.6754499999999999-0.6645722222222223, train_times:0-0-0-0-0, test_times:0.018139938707463443-0.017212588421534745-0.018021849286742508-0.018260431091766803-0.017713622737210243, n_comp: -, -, space_sizes: |model_spaces: 24.593-23.977-24.417-24.681-24.153,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.7587+/-0.0251,train_time: 0.00000+/-0.00000,test_time: 0.01793+/-0.00031), => aucs:0.7395111111111113-0.7404722222222221-0.8064611111111113-0.7614166666666667-0.7457555555555557, train_times:0-0-0-0-0, test_times:0.017963355360552668-0.017844430357217788-0.017826818127650766-0.017515768215525897-0.01847540307790041, n_comp: -, -, space_sizes: |model_spaces: 24.517-24.605-24.605-24.341-24.341,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9909+/-0.0029,train_time: 0.00000+/-0.00000,test_time: 0.47670+/-0.01710), => aucs:0.9921444444444445-0.9938555555555555-0.9887111111111112-0.9864444444444445-0.9934666666666667, train_times:0-0-0-0-0, test_times:0.4852038609562442-0.4848197153536603-0.4862662067986093-0.44251123872818426-0.4846877190168016, n_comp: -, -, space_sizes: |model_spaces: 2441.562-2441.562-2442.538-2455.226-2440.586,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9111+/-0.0157,train_time: 0.00000+/-0.00000,test_time: 0.03999+/-0.00017), => aucs:0.8967777777777778-0.9301888888888887-0.9303444444444444-0.900988888888889-0.8971111111111112, train_times:0-0-0-0-0, test_times:0.04026347388280556-0.040056064655072984-0.039853413589298725-0.04001448279013857-0.039761928957886994, n_comp: -, -, space_sizes: |model_spaces: 221.661-221.661-221.661-221.661-221.661,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9929+/-0.0012,train_time: 0.00000+/-0.00000,test_time: 0.04038+/-0.00025), => aucs:0.9915999999999997-0.9916222222222222-0.9946777777777778-0.9935777777777777-0.9930333333333333, train_times:0-0-0-0-0, test_times:0.04077077629044652-0.0403193894890137-0.040135829884093255-0.04054867385420948-0.04012248030630872, n_comp: -, -, space_sizes: |model_spaces: 221.721-221.673-221.721-221.721-221.673,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9648+/-0.0181,train_time: 0.00000+/-0.00000,test_time: 0.02626+/-0.00083), => aucs:0.9314444444444445-0.9834555555555555-0.9753999999999999-0.9614333333333331-0.9724, train_times:0-0-0-0-0, test_times:0.02622874709777534-0.02486242160666734-0.027252857317216696-0.026937549374997614-0.026010022091213614, n_comp: -, -, space_sizes: |model_spaces: 102.201-101.579-103.257-103.257-102.201,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9672+/-0.0189,train_time: 0.00000+/-0.00000,test_time: 0.02566+/-0.00114), => aucs:0.9880999999999999-0.9763666666666667-0.9806444444444443-0.9373111111111111-0.9536555555555559, train_times:0-0-0-0-0, test_times:0.024789026053622366-0.02471956831868738-0.027318927005399018-0.024707135453354567-0.02675136214820668, n_comp: -, -, space_sizes: |model_spaces: 101.591-101.591-103.269-101.591-102.917,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MAWI1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MAWI1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.8704+/-0.0631,train_time: 0.00000+/-0.00000,test_time: 0.02542+/-0.00017), => aucs:0.7823666666666667-0.9744999999999999-0.8924777777777779-0.8443666666666665-0.8583555555555554, train_times:0-0-0-0-0, test_times:0.025443892437033357-0.02523680083686486-0.02563183495076373-0.02522262599086389-0.025556353689171373, n_comp: -, -, space_sizes: |model_spaces: 101.843-101.931-101.931-101.931-101.931,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9096+/-0.0478,train_time: 0.00000+/-0.00000,test_time: 0.02543+/-0.00008), => aucs:0.8745888888888889-0.965377777777778-0.9681111111111109-0.8861666666666667-0.8535999999999999, train_times:0-0-0-0-0, test_times:0.025302849884610623-0.025556627265177666-0.025386658764909954-0.025452910736203194-0.025450137350708245, n_comp: -, -, space_sizes: |model_spaces: 101.855-101.943-101.855-101.943-101.943,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8556+/-0.0116,train_time: 0.00000+/-0.00000,test_time: 0.30043+/-0.00381), => aucs:0.8586166666666667-0.8571055555555557-0.8707722222222222-0.834961111111111-0.8564722222222224, train_times:0-0-0-0-0, test_times:0.30589223918505015-0.3019424503785558-0.29459231448126955-0.29815055994549766-0.3015714777749963, n_comp: -, -, space_sizes: |model_spaces: 522.666-522.042-522.042-520.586-522.25,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8368+/-0.0768,train_time: 0.00000+/-0.00000,test_time: 0.03209+/-0.00019), => aucs:0.771738888888889-0.9005722222222223-0.8930722222222224-0.90015-0.7183500000000003, train_times:0-0-0-0-0, test_times:0.032424710888881235-0.032080019800923766-0.03206480862572789-0.03203786009689793-0.03185354316374287, n_comp: -, -, space_sizes: |model_spaces: 145.341-144.861-145.821-145.101-144.861,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8757+/-0.0216,train_time: 0.00000+/-0.00000,test_time: 0.03182+/-0.00019), => aucs:0.8986500000000002-0.836427777777778-0.8913611111111109-0.8735722222222224-0.8783833333333332, train_times:0-0-0-0-0, test_times:0.0321769627276808-0.031685788731556384-0.031704719108529386-0.031689770566299555-0.03185619164723903, n_comp: -, -, space_sizes: |model_spaces: 144.921-144.873-144.921-145.017-144.921,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8850+/-0.0198,train_time: 0.00000+/-0.00000,test_time: 0.01761+/-0.00042), => aucs:0.8816166666666666-0.8932499999999998-0.9148944444444446-0.8815500000000001-0.8538500000000001, train_times:0-0-0-0-0, test_times:0.017258468747604637-0.017158726626075805-0.018099529517348854-0.01740434500388801-0.01815097079379484, n_comp: -, -, space_sizes: |model_spaces: 25.401-25.401-26.105-25.401-26.105,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.9106+/-0.0242,train_time: 0.00000+/-0.00000,test_time: 0.01735+/-0.00055), => aucs:0.9340388888888889-0.8765611111111109-0.8864055555555556-0.9317944444444446-0.9239500000000002, train_times:0-0-0-0-0, test_times:0.016908538085408507-0.017321048863232137-0.017808066436555237-0.016629627114161848-0.018100417975801975, n_comp: -, -, space_sizes: |model_spaces: 25.231-25.413-25.941-25.055-25.941,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MACCDC1|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MACCDC1|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.7125+/-0.0916,train_time: 0.00000+/-0.00000,test_time: 0.01753+/-0.00028), => aucs:0.7951944444444445-0.8349055555555557-0.6549833333333334-0.5842833333333334-0.6929055555555554, train_times:0-0-0-0-0, test_times:0.017083823680877686-0.017449427372775973-0.017903646733611823-0.01750152511522174-0.01773068440379575, n_comp: -, -, space_sizes: |model_spaces: 25.219-25.313-25.489-25.313-25.753,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.6891+/-0.0408,train_time: 0.00000+/-0.00000,test_time: 0.01742+/-0.00030), => aucs:0.6937833333333334-0.7460833333333332-0.6719944444444443-0.6233833333333332-0.7101833333333333, train_times:0-0-0-0-0, test_times:0.017208887136075646-0.017340473947115242-0.017129028274212033-0.017423673847224562-0.017984217114280908, n_comp: -, -, space_sizes: |model_spaces: 25.413-25.413-25.325-25.413-25.677,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9293+/-0.0048,train_time: 0.00000+/-0.00000,test_time: 0.27995+/-0.02490), => aucs:0.9354222222222222-0.9337222222222221-0.9247055555555554-0.9232555555555557-0.9296111111111112, train_times:0-0-0-0-0, test_times:0.2617836578981951-0.26070178805384786-0.2943119755247608-0.32253139892127364-0.2604314096271992, n_comp: -, -, space_sizes: |model_spaces: 481.546-481.738-480.97-481.162-481.738,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.7838+/-0.0277,train_time: 0.00000+/-0.00000,test_time: 0.03187+/-0.00013), => aucs:0.7448555555555558-0.8091666666666665-0.8114111111111111-0.796838888888889-0.756511111111111, train_times:0-0-0-0-0, test_times:0.032012962584849446-0.031757862505037336-0.032032515434548256-0.03184638016391546-0.031697745877318086, n_comp: -, -, space_sizes: |model_spaces: 143.357-143.261-143.261-143.261-143.357,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9110+/-0.0064,train_time: 0.00000+/-0.00000,test_time: 0.03302+/-0.00140), => aucs:0.9153444444444444-0.913211111111111-0.9125888888888888-0.9155000000000001-0.8984055555555555, train_times:0-0-0-0-0, test_times:0.03212998389499262-0.03445907437708229-0.03372345335083082-0.034090842853765936-0.030707233061548322, n_comp: -, -, space_sizes: |model_spaces: 143.369-143.417-143.369-143.465-143.369,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9153+/-0.0109,train_time: 0.00000+/-0.00000,test_time: 0.01802+/-0.00044), => aucs:0.9237777777777781-0.9064222222222222-0.923822222222222-0.924111111111111-0.898266666666667, train_times:0-0-0-0-0, test_times:0.01845416952855885-0.018467391550075263-0.017859098804183304-0.01802889771061018-0.017278055218048392, n_comp: -, -, space_sizes: |model_spaces: 24.505-24.857-24.329-24.681-23.801,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9231+/-0.0111,train_time: 0.00000+/-0.00000,test_time: 0.01707+/-0.00048), => aucs:0.9066666666666666-0.9344222222222222-0.9345444444444444-0.9259888888888888-0.9140444444444448, train_times:0-0-0-0-0, test_times:0.01673103024950251-0.01801267338450998-0.016933137329760938-0.016744267812464388-0.016939640219789, n_comp: -, -, space_sizes: |model_spaces: 23.631-24.693-23.813-23.631-23.813,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
SFRIG1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
SFRIG1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.8959+/-0.0189,train_time: 0.00000+/-0.00000,test_time: 0.01782+/-0.00030), => aucs:0.9028999999999998-0.9200111111111113-0.8630555555555557-0.9031666666666667-0.8906055555555555, train_times:0-0-0-0-0, test_times:0.017926254495978355-0.018033403379376978-0.017356526001822203-0.01818749065278098-0.017615777859464287, n_comp: -, -, space_sizes: |model_spaces: 24.417-24.505-24.065-24.505-24.153,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9148+/-0.0079,train_time: 0.00000+/-0.00000,test_time: 0.01781+/-0.00016), => aucs:0.9161777777777779-0.9014333333333333-0.9136999999999997-0.9165444444444445-0.9259777777777778, train_times:0-0-0-0-0, test_times:0.017935340490657835-0.01776985207106918-0.017607430776115505-0.017679503408726305-0.018046742235310376, n_comp: -, -, space_sizes: |model_spaces: 24.429-24.517-24.341-24.429-24.605,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9130+/-0.0014,train_time: 0.00000+/-0.00000,test_time: 0.34390+/-0.00038), => aucs:0.9132666666666666-0.9154277777777781-0.9118277777777777-0.9116166666666666-0.9129833333333333, train_times:0-0-0-0-0, test_times:0.3438552234554663-0.3442439346457832-0.34359114392427725-0.3434212252846919-0.3444104415131733, n_comp: -, -, space_sizes: |model_spaces: 1043.914-1045.162-1043.914-1044.33-1045.578,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.7222+/-0.0108,train_time: 0.00000+/-0.00000,test_time: 0.03398+/-0.00028), => aucs:0.7396611111111111-0.7282722222222221-0.7108944444444447-0.7117833333333333-0.720577777777778, train_times:0-0-0-0-0, test_times:0.03448064719559625-0.03385198004543781-0.034005447081290184-0.03395453712437302-0.03361952023115009, n_comp: -, -, space_sizes: |model_spaces: 165.661-165.661-165.661-165.661-165.661,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.7825+/-0.0143,train_time: 0.00000+/-0.00000,test_time: 0.03409+/-0.00019), => aucs:0.7849555555555556-0.7545666666666668-0.7923444444444443-0.7881111111111109-0.79255, train_times:0-0-0-0-0, test_times:0.034279392112512144-0.034085126547142866-0.03386942563811317-0.03389823614852503-0.03433546897722408, n_comp: -, -, space_sizes: |model_spaces: 165.673-165.673-165.673-165.673-165.769,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9547+/-0.0298,train_time: 0.00000+/-0.00000,test_time: 0.02039+/-0.00061), => aucs:0.8980555555555554-0.9788888888888888-0.9542277777777779-0.978111111111111-0.9640388888888889, train_times:0-0-0-0-0, test_times:0.02062024362385273-0.02131988916080445-0.020178247475996614-0.019454980350565164-0.020383140607737004, n_comp: -, -, space_sizes: |model_spaces: 47.257-47.257-46.905-46.019-47.081,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9741+/-0.0031,train_time: 0.00000+/-0.00000,test_time: 0.02047+/-0.00043), => aucs:0.9722000000000002-0.9769777777777774-0.9777777777777776-0.9744333333333334-0.9692000000000002, train_times:0-0-0-0-0, test_times:0.020316644024569543-0.020861585799138993-0.02026884602382779-0.01985281176166609-0.021036985737737268, n_comp: -, -, space_sizes: |model_spaces: 46.917-47.093-46.741-46.565-47.269,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
AECHO1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
