UNB345_3|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-47), iat_size(auc: 0.6196+/-0.0259,train_time: 0.00000+/-0.00000,test_time: 0.23547+/-0.00195), => aucs:0.5980833333333334-0.6126222222222223-0.5996666666666666-0.668922222222222-0.6189444444444445, train_times:0-0-0-0-0, test_times:0.23770534448558464-0.23222639880841597-0.23515622607665138-0.2349875752814114-0.237254197394941, n_comp: -, -, space_sizes: |model_spaces: 974.41-972.49-975.562-974.794-977.098,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.6513+/-0.0078,train_time: 0.00000+/-0.00000,test_time: 0.02314+/-0.00056), => aucs:0.6487777777777776-0.6593-0.6493777777777777-0.6602111111111112-0.6390444444444443, train_times:0-0-0-0-0, test_times:0.02234242031117901-0.0240829951595515-0.02294294647872448-0.023127675463911146-0.023186252266168595, n_comp: -, -, space_sizes: |model_spaces: 143.369-143.369-143.321-143.321-143.417,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.8031+/-0.0293,train_time: 0.00000+/-0.00000,test_time: 0.01711+/-0.00031), => aucs:0.8036055555555557-0.8110222222222223-0.8339666666666666-0.8187833333333335-0.7480055555555556, train_times:0-0-0-0-0, test_times:0.016957387363072486-0.016896440414711833-0.017622639471665025-0.01729126333957538-0.01676737447269261, n_comp: -, -, space_sizes: |model_spaces: 23.443-23.619-24.505-23.801-23.619,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.8291+/-0.0849,train_time: 0.00000+/-0.00000,test_time: 0.01790+/-0.00074), => aucs:0.886266666666667-0.8623222222222221-0.66-0.8673777777777779-0.8695055555555555, train_times:0-0-0-0-0, test_times:0.018566935206763446-0.01852386351674795-0.017336910509038718-0.0167290274403058-0.018335155525710432, n_comp: -, -, space_sizes: |model_spaces: 23.455-24.517-24.165-23.813-24.165,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
CTU1|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
CTU1|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.6780+/-0.0196,train_time: 0.00000+/-0.00000,test_time: 0.01776+/-0.00044), => aucs:0.7075444444444445-0.6907166666666666-0.6516666666666667-0.6754499999999999-0.6645722222222223, train_times:0-0-0-0-0, test_times:0.017949710821267218-0.01759872988332063-0.01746178896864876-0.018522082187701017-0.017253315018024296, n_comp: -, -, space_sizes: |model_spaces: 24.593-23.977-24.417-24.681-24.153,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
CTU1|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.7587+/-0.0251,train_time: 0.00000+/-0.00000,test_time: 0.01844+/-0.00064), => aucs:0.7395111111111113-0.7404722222222221-0.8064611111111113-0.7614166666666667-0.7457555555555557, train_times:0-0-0-0-0, test_times:0.01841904310276732-0.01772085011471063-0.018086768488865347-0.018344450008589773-0.019633758091367783, n_comp: -, -, space_sizes: |model_spaces: 24.517-24.605-24.605-24.341-24.341,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9909+/-0.0029,train_time: 0.00000+/-0.00000,test_time: 0.30350+/-0.01779), => aucs:0.9921444444444445-0.9938555555555555-0.9887111111111112-0.9864444444444445-0.9934666666666667, train_times:0-0-0-0-0, test_times:0.31343613524222746-0.31234605256468057-0.312531931954436-0.26794246007921174-0.31122942672809584, n_comp: -, -, space_sizes: |model_spaces: 2441.562-2441.562-2442.538-2455.226-2440.586,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9111+/-0.0157,train_time: 0.00000+/-0.00000,test_time: 0.02581+/-0.00046), => aucs:0.8967777777777778-0.9301888888888887-0.9303444444444444-0.900988888888889-0.8971111111111112, train_times:0-0-0-0-0, test_times:0.02613328523002565-0.025045933632645755-0.025592455558944495-0.025884900987148286-0.02637010926846415, n_comp: -, -, space_sizes: |model_spaces: 221.661-221.661-221.661-221.661-221.661,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9929+/-0.0012,train_time: 0.00000+/-0.00000,test_time: 0.02572+/-0.00083), => aucs:0.9915999999999997-0.9916222222222222-0.9946777777777778-0.9935777777777777-0.9930333333333333, train_times:0-0-0-0-0, test_times:0.026845790434163064-0.02602021169150248-0.024298353760968894-0.02590412545250729-0.025548282905947416, n_comp: -, -, space_sizes: |model_spaces: 221.721-221.673-221.721-221.721-221.673,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9648+/-0.0181,train_time: 0.00000+/-0.00000,test_time: 0.01986+/-0.00108), => aucs:0.9314444444444445-0.9834555555555555-0.9753999999999999-0.9614333333333331-0.9724, train_times:0-0-0-0-0, test_times:0.020044234010856598-0.01826154611771926-0.0211470810812898-0.02082072087796405-0.019017946918029337, n_comp: -, -, space_sizes: |model_spaces: 102.201-101.579-103.257-103.257-102.201,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9672+/-0.0189,train_time: 0.00000+/-0.00000,test_time: 0.01936+/-0.00097), => aucs:0.9880999999999999-0.9763666666666667-0.9806444444444443-0.9373111111111111-0.9536555555555559, train_times:0-0-0-0-0, test_times:0.018492127722129225-0.018573744513560086-0.020402266865130515-0.018636418343521654-0.020690092246513813, n_comp: -, -, space_sizes: |model_spaces: 101.591-101.591-103.269-101.591-102.917,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MAWI1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MAWI1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.8704+/-0.0631,train_time: 0.00000+/-0.00000,test_time: 0.01955+/-0.00040), => aucs:0.7823666666666667-0.9744999999999999-0.8924777777777779-0.8443666666666665-0.8583555555555554, train_times:0-0-0-0-0, test_times:0.019845658587291835-0.019798428216017783-0.018983757961541413-0.01995227044681087-0.019154296233318747, n_comp: -, -, space_sizes: |model_spaces: 101.843-101.931-101.931-101.931-101.931,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MAWI1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-121), iat_size(auc: 0.9096+/-0.0478,train_time: 0.00000+/-0.00000,test_time: 0.01882+/-0.00023), => aucs:0.8745888888888889-0.965377777777778-0.9681111111111109-0.8861666666666667-0.8535999999999999, train_times:0-0-0-0-0, test_times:0.018671408679801972-0.018550853664055466-0.019160281214863063-0.018704945873469114-0.018994633527472615, n_comp: -, -, space_sizes: |model_spaces: 101.855-101.943-101.855-101.943-101.943,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8556+/-0.0116,train_time: 0.00000+/-0.00000,test_time: 0.26191+/-0.00283), => aucs:0.8586166666666667-0.8571055555555557-0.8707722222222222-0.834961111111111-0.8564722222222224, train_times:0-0-0-0-0, test_times:0.26576398774050175-0.26207291858736426-0.25743090009782466-0.2605781266116537-0.26369734124746175, n_comp: -, -, space_sizes: |model_spaces: 522.666-522.042-522.042-520.586-522.25,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8368+/-0.0768,train_time: 0.00000+/-0.00000,test_time: 0.02304+/-0.00091), => aucs:0.771738888888889-0.9005722222222223-0.8930722222222224-0.90015-0.7183500000000003, train_times:0-0-0-0-0, test_times:0.02193909863708541-0.023630734265316276-0.022092722647357732-0.024316237051971258-0.023207473463844507, n_comp: -, -, space_sizes: |model_spaces: 145.341-144.861-145.821-145.101-144.861,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8757+/-0.0216,train_time: 0.00000+/-0.00000,test_time: 0.02328+/-0.00063), => aucs:0.8986500000000002-0.836427777777778-0.8913611111111109-0.8735722222222224-0.8783833333333332, train_times:0-0-0-0-0, test_times:0.02241056973580271-0.024151128402445467-0.02277381590101868-0.023708543693646788-0.023362740816082805, n_comp: -, -, space_sizes: |model_spaces: 144.921-144.873-144.921-145.017-144.921,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.8850+/-0.0198,train_time: 0.00000+/-0.00000,test_time: 0.01778+/-0.00075), => aucs:0.8816166666666666-0.8932499999999998-0.9148944444444446-0.8815500000000001-0.8538500000000001, train_times:0-0-0-0-0, test_times:0.016869559104088695-0.018697531998623163-0.018412732740398497-0.016921128309331835-0.01798008062178269, n_comp: -, -, space_sizes: |model_spaces: 25.401-25.401-26.105-25.401-26.105,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.9106+/-0.0242,train_time: 0.00000+/-0.00000,test_time: 0.01713+/-0.00060), => aucs:0.9340388888888889-0.8765611111111109-0.8864055555555556-0.9317944444444446-0.9239500000000002, train_times:0-0-0-0-0, test_times:0.017757616634480656-0.01675817365758121-0.017442987964022903-0.016131578758358956-0.017545050557237117, n_comp: -, -, space_sizes: |model_spaces: 25.231-25.413-25.941-25.055-25.941,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MACCDC1|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
MACCDC1|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.7125+/-0.0916,train_time: 0.00000+/-0.00000,test_time: 0.01735+/-0.00062), => aucs:0.7951944444444445-0.8349055555555557-0.6549833333333334-0.5842833333333334-0.6929055555555554, train_times:0-0-0-0-0, test_times:0.01845270801568404-0.016787866689264776-0.01674902468221262-0.01750473730498925-0.017261603334918618, n_comp: -, -, space_sizes: |model_spaces: 25.219-25.313-25.489-25.313-25.753,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
MACCDC1|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-25), iat_size(auc: 0.6891+/-0.0408,train_time: 0.00000+/-0.00000,test_time: 0.01725+/-0.00045), => aucs:0.6937833333333334-0.7460833333333332-0.6719944444444443-0.6233833333333332-0.7101833333333333, train_times:0-0-0-0-0, test_times:0.017322192946448923-0.016481252014636995-0.01769831543788314-0.017091538477689027-0.01767503870651126, n_comp: -, -, space_sizes: |model_spaces: 25.413-25.413-25.325-25.413-25.677,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9293+/-0.0048,train_time: 0.00000+/-0.00000,test_time: 0.24604+/-0.02470), => aucs:0.9354222222222222-0.9337222222222221-0.9247055555555554-0.9232555555555557-0.9296111111111112, train_times:0-0-0-0-0, test_times:0.22856098060728983-0.22719837179174646-0.2596134760417044-0.2886144382180646-0.2262209709500894, n_comp: -, -, space_sizes: |model_spaces: 481.546-481.738-480.97-481.162-481.738,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.7838+/-0.0277,train_time: 0.00000+/-0.00000,test_time: 0.02354+/-0.00153), => aucs:0.7448555555555558-0.8091666666666665-0.8114111111111111-0.796838888888889-0.756511111111111, train_times:0-0-0-0-0, test_times:0.026127034740056843-0.02185680714901537-0.02437649668427184-0.022701902582775803-0.02263264828361571, n_comp: -, -, space_sizes: |model_spaces: 143.357-143.261-143.261-143.261-143.357,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9110+/-0.0064,train_time: 0.00000+/-0.00000,test_time: 0.02378+/-0.00163), => aucs:0.9153444444444444-0.913211111111111-0.9125888888888888-0.9155000000000001-0.8984055555555555, train_times:0-0-0-0-0, test_times:0.02220774128800258-0.025140680884942413-0.025035573868080974-0.025121375091839582-0.021417439414653926, n_comp: -, -, space_sizes: |model_spaces: 143.369-143.417-143.369-143.465-143.369,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9153+/-0.0109,train_time: 0.00000+/-0.00000,test_time: 0.01815+/-0.00100), => aucs:0.9237777777777781-0.9064222222222222-0.923822222222222-0.924111111111111-0.898266666666667, train_times:0-0-0-0-0, test_times:0.019545215694233776-0.01852309735259041-0.01810764919500798-0.01811969092814252-0.01645750639727339, n_comp: -, -, space_sizes: |model_spaces: 24.505-24.857-24.329-24.681-23.801,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9231+/-0.0111,train_time: 0.00000+/-0.00000,test_time: 0.01721+/-0.00068), => aucs:0.9066666666666666-0.9344222222222222-0.9345444444444444-0.9259888888888888-0.9140444444444448, train_times:0-0-0-0-0, test_times:0.017198976769577712-0.01806131984340027-0.01691561781335622-0.017763708310667425-0.016129140951670708, n_comp: -, -, space_sizes: |model_spaces: 23.631-24.693-23.813-23.631-23.813,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
SFRIG1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
SFRIG1_2020|, KJL-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.8959+/-0.0189,train_time: 0.00000+/-0.00000,test_time: 0.01738+/-0.00047), => aucs:0.9028999999999998-0.9200111111111113-0.8630555555555557-0.9031666666666667-0.8906055555555555, train_times:0-0-0-0-0, test_times:0.018230707058683036-0.01694383432622999-0.01725861120503396-0.016976673586759715-0.017472851276397704, n_comp: -, -, space_sizes: |model_spaces: 24.417-24.505-24.065-24.505-24.153,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
SFRIG1_2020|, Nystrom-QS-init_GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-23), iat_size(auc: 0.9148+/-0.0079,train_time: 0.00000+/-0.00000,test_time: 0.01785+/-0.00022), => aucs:0.9161777777777779-0.9014333333333333-0.9136999999999997-0.9165444444444445-0.9259777777777778, train_times:0-0-0-0-0, test_times:0.01811072212876752-0.017908719391562043-0.01745888440636918-0.017807729507330804-0.017966632440220565, n_comp: -, -, space_sizes: |model_spaces: 24.429-24.517-24.341-24.429-24.605,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, OCSVM(rbf), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9130+/-0.0014,train_time: 0.00000+/-0.00000,test_time: 0.27535+/-0.00077), => aucs:0.9132666666666666-0.9154277777777781-0.9118277777777777-0.9116166666666666-0.9129833333333333, train_times:0-0-0-0-0, test_times:0.2756948768277653-0.276275755581446-0.27404921512352304-0.27498742056777703-0.2757473512203433, n_comp: -, -, space_sizes: |model_spaces: 1043.914-1045.162-1043.914-1044.33-1045.578,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.7222+/-0.0108,train_time: 0.00000+/-0.00000,test_time: 0.02433+/-0.00031), => aucs:0.7396611111111111-0.7282722222222221-0.7108944444444447-0.7117833333333333-0.720577777777778, train_times:0-0-0-0-0, test_times:0.023940041265450417-0.02484369162702933-0.02442896496504545-0.02408473032992333-0.024342020985204726, n_comp: -, -, space_sizes: |model_spaces: 165.661-165.661-165.661-165.661-165.661,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-OCSVM(linear), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.7825+/-0.0143,train_time: 0.00000+/-0.00000,test_time: 0.02351+/-0.00114), => aucs:0.7849555555555556-0.7545666666666668-0.7923444444444443-0.7881111111111109-0.79255, train_times:0-0-0-0-0, test_times:0.024689649464562535-0.02407451400067657-0.024530685052741318-0.022083086811471732-0.02218690557638183, n_comp: -, -, space_sizes: |model_spaces: 165.673-165.673-165.673-165.673-165.769,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9547+/-0.0298,train_time: 0.00000+/-0.00000,test_time: 0.01853+/-0.00074), => aucs:0.8980555555555554-0.9788888888888888-0.9542277777777779-0.978111111111111-0.9640388888888889, train_times:0-0-0-0-0, test_times:0.01861026172991842-0.018945333757437767-0.018261341936886312-0.01731573131401092-0.019524604571051894, n_comp: -, -, space_sizes: |model_spaces: 47.257-47.257-46.905-46.019-47.081,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, Nystrom-GMM(diag), X_train_shape: X_train_shape:(5000-)|(X_val_shape: ), X_test_shape: (600-51), iat_size(auc: 0.9741+/-0.0031,train_time: 0.00000+/-0.00000,test_time: 0.01860+/-0.00045), => aucs:0.9722000000000002-0.9769777777777774-0.9777777777777776-0.9744333333333334-0.9692000000000002, train_times:0-0-0-0-0, test_times:0.018902942119166256-0.018247875897213817-0.01836452845018357-0.018145152763463557-0.019346124771982432, n_comp: -, -, space_sizes: |model_spaces: 46.917-47.093-46.741-46.565-47.269,tot_clusters:0, 0,n_clusters: 0, 0, with params: {}: 
AECHO1_2020|, KJL-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
AECHO1_2020|, Nystrom-QS-GMM(diag), X_train, X_test, auc, train, test, => aucs:, train_times:, test_times:, n_comp:, , space_sizes: |model_spaces: ,tot_clusters:, ,n_clusters: , , with params: : 
